ticket_id,order_id,pax_id,merchant_id,merchant_name,brand_name,merchant_segment,ticket_type,phoenix_disposition,rna_amount_sgd,ItemName,ItemQuantity,ItemPriceInMinorUnits,TotalRefundPriceInMin,entity_id,entity_type,max_predict_gmv,min_predict_gmv,avg_predict_gmv,latest_predict_gmv,avg_gmv_percentile,max_predict_revenue,min_predict_revenue,avg_predict_revenue,latest_predict_revenue,avg_revenue_percentile,max_predict_profit,min_predict_profit,avg_predict_profit,latest_predict_profit,avg_profit_percentile,extracted_text,description,date_local
576524021,146122774-C6N1E4LHGUUTAE,146122774,SGDD00644,iTEA - Tampines West,iTEA,Small,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,1.2,,0,0,0,146122774,PAX_ID,66.75,64.5,65.66,65.73,0.9239,14.51,14.3,14.37,14.3,0.9299,3.39,3.15,3.273333333,3.15,0.8749, there is no pearl,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Chocolate Oreo2X  Pearl  Description: there is no pearl,30/6/24
571998710,89815072-C6NEL8NCTVAEJN,89815072,4-CZJBJAJFJJ3JEE,Qile Boneless Chicken Rice - Big Mac Centre,Qile Boneless Chicken Rice,Small,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,1.51,,0,0,0,89815072,PAX_ID,120.31,108.06,115.34,117.65,0.9623,24.81,23.72,24.31333333,24.81,0.9687,7.64,5.95,6.83,7.64,0.9452, I ordered extra packet of rice. It did not arrive.,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 6. Chicken Rice Set （鸡饭套餐)1X  Add Rice 加饭 1  Description: I ordered extra packet of rice. It did not arrive.,15/6/24
567968575,56708540-C6MXC65UTKAKLT,56708540,4-CY3TDBTGV7WKRJ,KFC - Jurong Point,KFC,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3,,,,,56708540,PAX_ID,24.67,20.06,21.89333333,20.95,0.8051,5.17,2.92,4.046666667,2.92,0.779,1.81,-0.36,0.59,-0.36,0.5792, This is ridiculous!! MY ZINGER STACKER BURGER IS MISSING!! I WANT REFUND BACK!!,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Chicken & Stacker Buddy Meal1X  Zinger Stacker  Description: This is ridiculous!! MY ZINGER STACKER BURGER IS MISSING!! I WANT REFUND BACK!!,3/6/24
569358028,8590194-C6M1N4EFGGJ1NJ,8590194,4-C6KYAU2UNEWANA,Takagi Ramen - Hougang Rivercourt,Takagi Ramen,Medium,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,1,Takagi Ramen,0,1090,0,8590194,PAX_ID,160.91,158.56,160.0966667,160.91,0.9904,28.77,28.76,28.76333333,28.76,0.9897,12.98,12.72,12.88,12.72,0.9924,I added seaweed. Paid for it but item was missing,"What would you like us to do for you?: I want Grab to review my case & get back to me  How was the packaging provided?: Delivery-friendly, eg: sealed cups or wrapped containers  Is your order for delivery to a Recipient in another country?: No  Describe your issue: preparation  Affected items: Takagi Ramen1X  Takagi Ramen1X  Ajitama (Marinated Soft Boil Egg)1X  Seaweed1X  Black Fungus1X  Mock Abalone (3 Pieces)  Please describe the issue with the item: I added seaweed. Paid for it but item was missing",7/6/24
569927435,340320395-C6M3E74HBFUUA2,340320395,SGDD04937,McDonald's - Queensway,McDonald's,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,7.95,Spicy Chicken McNuggets® Special,1,1090,795,340320395,PAX_ID,160.99,160.24,160.6433333,160.24,0.9924,28.98,28.97,28.97666667,28.98,0.9947,9.35,8.17,8.806666667,9.35,0.9618, want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Spicy Chicken McNuggets® Special  Description: 没有鸡块,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Spicy Chicken McNuggets® Special  Description: 没有鸡块,9/6/24
567142959,80063732-C6MVDCBJDEXET2,80063732,4-CY61NXXKCA5UEN,McDonald's - Pioneer Mall,McDonald's,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,4.05,McSpicy® with Cheese Upsized Meal,0,1195,0,80063732,PAX_ID,36.11,27.24,31.93,32.44,0.8521,6.86,6.53,6.673333333,6.53,0.8516,3.34,3.11,3.21,3.34,0.8725,Item was not delivered ,"What would you like us to do for you?: I want Grab to review my case & get back to me  How was the packaging provided?: Delivery-friendly, eg: sealed cups or wrapped containers  Is your order for delivery to a Recipient in another country?: No  Describe your issue: instruction  Affected items: McSpicy® with Cheese Upsized Meal1X  Peach McFizz®  Please describe the issue with the item: Item was not delivered ",1/6/24
574662497,1190466-C6NUL33EC8ADGA,1190466,SGDD12484,Thunderbolt Tea By Boon Lay Traditional Hakka Lui Cha - Geylang East Avenue 2,Thunderbolt Tea By Boon Lay Traditional Hakka Lui Cha,Micro,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,7.1,Brown Rice Thunder Tea,1,710,710,1190466,PAX_ID,160.94,156.68,158.6933333,156.68,0.9876,28.97,28.82,28.88,28.82,0.9916,12.76,12.47,12.6,12.76,0.9884, 1x brown rice thunder tea is missing,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is not sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Brown Rice Thunder Tea  Description: 1x brown rice thunder tea is missing,24/6/24
567268783,6412066-C6MVG7CTAYDFN6,6412066,4-C263V2WUAXA3EJ,Wingstop - Wisteria Mall,Wingstop,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,7.75,6 Piece Boneless Wings Combo,0,1420,0,6412066,PAX_ID,134.78,128.69,132.0266667,134.78,0.9707,26.08,24.23,24.97,26.08,0.9709,12.21,11.42,11.69,12.21,0.9814, The mushroom fritters is missing from my order,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is not sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 6 Piece Boneless Wings Combo1X  Mushroom Fritters (Large)  Description: The mushroom fritters is missing from my order,1/6/24
574530507,9775762-C6NUJFADERJZN6,9775762,4-C3WJLBDVAULYA6,Er Ge Seafood Pte Ltd - Proxima @ Gambas,Er Ge Seafood Pte Ltd,Micro,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,4,,0,0,0,9775762,PAX_ID,160.94,160.67,160.7966667,160.94,0.9933,28.99,28.93,28.96666667,28.98,0.9942,12.97,12.74,12.89,12.96,0.9926, Missing Beancurd sheet in my order.,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Signature Kam Long Curry Fish Head1X  Beancurd Sheet  Description: Missing Beancurd sheet in my order.,23/6/24
568474694,12822766-C6MYNALZACDDRT,12822766,4-CY3KMB32ABVGFA,Pizza Hut - Bukit Panjang Plaza,Pizza Hut,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,8.2,,0,0,0,12822766,PAX_ID,160.75,159.42,159.8733333,159.45,0.9898,29,28.97,28.98666667,29,0.9953,12.44,10.94,11.79333333,12.44,0.9821, Missing 9pcs nuggets and 4pcs chocolate hazelnuts ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Celebration Bundle1X  9pcs Chicken Nuggets1X  4pcs Chocolate Hazelnut Tarts  Description: Missing 9pcs nuggets and 4pcs chocolate hazelnuts ,5/6/24
573909799,8702251-C6NKNUKFN6K1CX,8702251,SGDD05182,Long John Silver's - Wisteria Mall,Long John Silver's,Small,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3,,,,,8702251,PAX_ID,161,160.97,160.98,160.97,0.9957,29,26.84,28.12333333,28.53,0.9841,13,12.99,12.99333333,12.99,0.9964, did not receive my coleslaw,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: (DL) 2pc Alaska Pollock meal1X  With Coleslaw  Description: did not receive my coleslaw,21/6/24
567315009,151986302-C6MVJYUTAB22LT,151986302,SGDD11514,Jin Long Wu Xiang Prawn Cracker - Ang Mo Kio Ave 10,Jin Long Wu Xiang Prawn Cracker,Small,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,6,Spicy Squid 辣椒墨鱼,1,240,240,151986302,PAX_ID,161,161,161,161,0.9968,29,29,29,29,0.997,13,13,13,13,0.9972, Missing item,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Spicy Squid 辣椒墨鱼1X  Squid Youtiao 墨鱼油条  Description: Missing item,1/6/24
567259804,1991887-C6MVGUCKBBJ3DE,1991887,4-C4EUGETXN6CHAA,Mr. Onigiri - Vivo City,Mr. Onigiri,Small,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,6.4,Cheese Fingers,1,590,590,1991887,PAX_ID,161,161,161,161,0.9968,29,28.99,28.99666667,29,0.9964,9.58,6.54,7.936666667,6.54,0.955,Missing cheese fingers and sauce.,"What would you like us to do for you?: I want Grab to review my case & get back to me  How was the packaging provided?: Delivery-friendly, eg: sealed cups or wrapped containers  Is your order for delivery to a Recipient in another country?: No  Describe your issue: instruction  Affected items: Cheese Fingers1X  Cheese Fingers1X  Separate Your Sauce (Side)  Please describe the issue with the item: Missing cheese fingers and sauce.",1/6/24
568953317,50542297-C6MZN6W1J7WWAE,50542297,4-C6LEMBVKC6JXGJ,Teck Ee Fish Soup - Joo Chiat Road,Teck Ee Fish Soup,Micro,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,8.5,Fish Bee Hoon Soup 鱼片米粉,1,850,850,50542297,PAX_ID,54.32,49.24,52.62333333,49.24,0.9049,13.56,12.67,13.26333333,12.67,0.9231,6.8,5.98,6.526666667,5.98,0.942," How difficult is it for shop to check if they have 5 complete orders? All the soups were here but missing one noodle for one of the soups. Why? It was only 5 orders not 500. Surely they can check in 5 seconds? It's so frustrating that this is not the first time from all my orders. Are they trying to save money? It only makes the customers angry! Chat summary: CHATBOT: Hello, Cheryl Lim 👋CHATBOT: Please tell us how we can assist you with this by writing it all in one single message, and we'll try to find the right solution for you. 🙏USER: Missing one noodleCHATBOT: Got it. Check out the options below, they might be just what you need.USER: I have a missing or incorrect orderCHATBOT: We are really sorry for your experience. This shouldn't have happened and we will take steps to address it with the merchant.CHATBOT: Please report the issue within 12 hours of receiving your order so that we can investigate and refund the missing item to you.CHATBOT: You will hear back from us in 24 hours.USER: Report issue via form","What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Fish Bee Hoon Soup 鱼片米粉  Description: How difficult is it for shop to check if they have 5 complete orders? All the soups were here but missing one noodle for one of the soups. Why? It was only 5 orders not 500. Surely they can check in 5 seconds? It's so frustrating that this is not the first time from all my orders. Are they trying to save money? It only makes the customers angry! Chat summary: CHATBOT: Hello, Cheryl Lim 👋CHATBOT: Please tell us how we can assist you with this by writing it all in one single message, and we'll try to find the right solution for you. 🙏USER: Missing one noodleCHATBOT: Got it. Check out the options below, they might be just what you need.USER: I have a missing or incorrect orderCHATBOT: We are really sorry for your experience. This shouldn't have happened and we will take steps to address it with the merchant.CHATBOT: Please report the issue within 12 hours of receiving your order so that we can investigate and refund the missing item to you.CHATBOT: You will hear back from us in 24 hours.USER: Report issue via form",6/6/24
568914450,7755374-C6MZNPKDL75GNT,7755374,4-C2CUR6CBBGNHAE,Lau Wang Claypot - Tampines One,Lau Wang Claypot,Small,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,1.2,No.28 Rice,1,120,120,7755374,PAX_ID,20.45,20.44,20.44666667,20.45,0.7957,5.24,5.24,5.24,5.24,0.8185,1.78,1.78,1.78,1.78,0.7869, Rice is missing from the package,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  No.28 Rice  Description: Rice is missing from the package,6/6/24
572711779,1136685-C6NGG6W1TPCZJ6,1136685,4-C3XVVEWVCREHTX,McDonald's - Greenridge Shopping Centre,McDonald's,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3,,,,,1136685,PAX_ID,96.48,70.24,79.05666667,70.45,0.9378,23.27,21.48,22.08333333,21.5,0.9614,4.63,3.71,4.03,3.71,0.8979,Ice Milo missing. Please return back my money.,"What would you like us to do for you?: I want Grab to review my case & get back to me  How was the packaging provided?: Delivery-friendly, eg: sealed cups or wrapped containers  Is your order for delivery to a Recipient in another country?: No  Describe your issue: instruction  Affected items: Family Meal: McSpicy + FOF EVM + ChB HM1X  Iced Milo® Junior  Please describe the issue with the item: Ice Milo missing. Please return back my money.",17/6/24
570579370,49843779-C6NAWAUXJTJBEA,49843779,4-C4KYGTBGBBV2TX,OK Chicken Rice - Waterway Terraces I,OK Chicken Rice,Medium,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,21.5,Rice Only (Chicken),5,150,750,49843779,PAX_ID,69.21,64.82,66.87333333,66.59,0.9253,15.31,14.99,15.15333333,15.31,0.9341,1.8,1.69,1.733333333,1.71,0.7828, Didn't receive most of the items as per description given ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 5X  Rice Only (Chicken)10X  Chicken Rice Chilli 1 Pax1X  Chicken Cutlet Only  Description: Didn't receive most of the items as per description given ,11/6/24
570175361,92999569-C6NAAAWKT65FAN,92999569,SGDD04900,McDonald's - Springleaf Tower,McDonald's,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3.9,Hershey’s McFlurry®,1,390,390,92999569,PAX_ID,88.51,74.84,83.56666667,87.35,0.9415,17.89,16.61,17.22333333,17.17,0.9437,10.01,7.98,9.12,10.01,0.964, Where is my mc flurry,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Hershey’s McFlurry®  Description: Where is my mc flurry,10/6/24
567796059,100017267-C6MWUA5VTZCYGN,100017267,4-C3NYEULTNE2VJT,McDonald's - Jurong Spring Community Club,McDonald's,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3.9,Hershey’s McFlurry®,1,390,390,100017267,PAX_ID,72.36,71.96,72.09333333,72.36,0.9311,13.51,13.39,13.43,13.51,0.9242,1.32,1.29,1.3,1.32,0.7337, Missing mcflurry,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Hershey’s McFlurry®  Description: Missing mcflurry,3/6/24
575854624,647741-C6NYHCCVL8EWE2,647741,4-C2UUGAVEBAMKGX,Ya Kun Kaya Toast - Sun Plaza,Ya Kun Kaya Toast,Medium,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,6.3,Set A - Kaya Toast with Butter Set,1,630,630,647741,PAX_ID,161,160.9,160.9666667,161,0.9953,29,29,29,29,0.997,13,12.99,12.99666667,12.99,0.9967, Missing egg,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Set A - Kaya Toast with Butter Set  Description: Missing egg,28/6/24
